FID,ddd,dist
968,997.6784171,304.0923815
5263,997.824762,304.1369875
5915,998.2233486,304.2584767
1710,998.2258507,304.2592393
3365,998.2322871,304.2612011
3360,998.3344021,304.2923258
96,998.4205619,304.3185873
1003,999.3143156,304.5910034
1791,999.3640027,304.606148
685,999.624396,304.6855159
5540,1000.27513,304.8838595
3201,1000.433019,304.9319843
3277,1000.722711,305.0202823
3561,1000.93125,305.0838449
2465,1000.956898,305.0916625
2624,1001.166273,305.1554799
5265,1001.258819,305.183688
5896,1001.51117,305.2606046
6056,1001.599393,305.2874951
2971,1001.695959,305.3169282
1006,1001.762622,305.3372471
2540,1001.792602,305.3463851
4985,1002.005201,305.4111853
3906,1002.112102,305.4437687
4919,1002.420617,305.5378041
2584,1002.67096,305.6141086
3800,1002.673015,305.6147351
4096,1002.723862,305.6302331
518,1002.735204,305.6336902
6162,1003.185677,305.7709944
787,1003.356447,305.823045
5592,1003.659012,305.9152667
5246,1003.724825,305.9353265
5111,1003.93991,306.0008845
6063,1004.090602,306.0468156
2849,1004.108425,306.0522479
2886,1004.278542,306.1040995
4202,1004.357258,306.1280924
2862,1004.401979,306.1417231
995,1004.836456,306.2741517
2668,1004.966967,306.3139314
3125,1005.240582,306.3973295
4020,1005.63804,306.5184745
1366,1005.799288,306.567623
4878,1006.158007,306.6769604
2083,1006.174665,306.6820378
1224,1006.508818,306.7838877
6084,1006.627701,306.8201232
3447,1006.690377,306.8392268
5230,1006.73335,306.8523252
3983,1006.941816,306.9158654
3164,1007.101728,306.9646067
3135,1007.171596,306.9859024
1573,1007.278757,307.0185651
5169,1007.350073,307.0403024
2045,1007.454122,307.0720163
3138,1007.459296,307.0735933
3029,1007.725952,307.1548703
3245,1007.79107,307.1747183
548,1008.088063,307.2652416
3945,1008.396595,307.3592821
5070,1008.641111,307.4338105
5127,1009.04669,307.557431
5,1009.061979,307.5620911
5643,1009.065872,307.5632778
3555,1009.190038,307.6011237
293,1009.237669,307.6156416
4872,1009.317925,307.6401036
2022,1009.531236,307.7051207
273,1010.048577,307.8628062
6049,1010.174937,307.9013207
3264,1010.428693,307.9786657
3086,1010.535215,308.0111334
1033,1010.733663,308.0716206
3338,1010.864844,308.1116045
3188,1011.145369,308.1971086
1080,1011.34621,308.2583248
4904,1011.517668,308.3105852
1453,1011.652418,308.3516571
4906,1011.984575,308.4528984
2283,1012.026865,308.4657885
1704,1012.241832,308.5313104
2932,1012.249764,308.533728
5555,1012.331857,308.5587501
4744,1013.290782,308.8510303
3057,1013.77938,308.9999551
5593,1013.791174,309.0035497
5421,1013.970203,309.058118
6381,1014.119432,309.1036028
5822,1014.284252,309.1538399
3430,1014.357171,309.1760657
3672,1014.948953,309.356441
3563,1014.975494,309.3645307
2699,1014.990341,309.3690558
1448,1015.288654,309.4599817
1101,1015.403402,309.494957
5744,1015.452823,309.5100206
615,1015.715378,309.5900472
4669,1015.751358,309.6010139
1275,1015.817479,309.6211675
2482,1016.050501,309.6921926
2072,1016.094476,309.7055963
4792,1016.265428,309.7577024
2600,1016.622449,309.8665225
4655,1017.566201,310.154178
6061,1017.610265,310.1676086
1715,1017.71719,310.2001996
4900,1017.806618,310.2274571
1123,1017.913251,310.2599589
3110,1017.989221,310.2831147
4989,1018.012846,310.2903154
6140,1018.169806,310.3381568
1583,1018.278379,310.37125
4910,1018.319108,310.3836641
3579,1018.735006,310.5104299
5559,1018.738105,310.5113743
973,1018.751774,310.5155406
2997,1018.827772,310.5387048
1443,1018.917263,310.5659817
1150,1018.918864,310.5664697
5015,1018.942538,310.5736855
208,1019.158217,310.6394246
2114,1019.397473,310.7123499
2571,1019.689213,310.801272
1055,1019.708773,310.807234
1146,1019.811171,310.8384448
743,1019.88102,310.8597348
871,1020.016176,310.9009303
597,1021.427233,311.3310206
3576,1021.871875,311.4665474
2949,1022.269234,311.5876624
5560,1022.564671,311.6777118
3301,1022.982569,311.8050869
5462,1023.23261,311.8812995
6028,1023.29504,311.9003283
2375,1024.133268,312.1558202
4888,1024.153808,312.1620806
149,1024.234976,312.1868205
4944,1024.433987,312.2474792
978,1024.45421,312.2536431
3015,1024.577021,312.2910761
1239,1024.704341,312.3298831
5762,1024.748883,312.3434596
703,1024.841199,312.3715976
2035,1024.880277,312.3835084
5455,1024.927577,312.3979254
1262,1025.069339,312.4411345
4211,1025.492017,312.5699667
515,1025.574124,312.5949928
6221,1025.658793,312.6208001
5630,1025.672326,312.624925
5881,1025.72109,312.6397882
2908,1026.060742,312.7433142
3314,1026.082779,312.750031
5014,1026.175605,312.7783245
2592,1026.733706,312.9484337
4855,1026.770784,312.9597348
1531,1026.842044,312.9814551
2010,1026.996137,313.0284224
704,1027.237932,313.1021216
2539,1028.349665,313.4409779
5264,1028.374752,313.4486245
4189,1029.021782,313.6458391
5094,1029.09924,313.6694482
3306,1029.15529,313.6865323
3694,1029.691215,313.8498823
4986,1029.736261,313.8636122
5895,1029.917962,313.9189947
5075,1029.982334,313.9386154
5112,1030.215028,314.0095406
2725,1030.454382,314.0824957
2583,1030.896245,314.2171756
680,1031.065311,314.2687068
4883,1031.683142,314.4570218
3085,1031.696899,314.4612149
3183,1031.853999,314.5090989
78,1031.980405,314.5476273
2156,1032.360134,314.6633688
3996,1032.377372,314.6686231
368,1032.470886,314.6971259
2836,1032.679964,314.7608532
3375,1032.709333,314.7698047
1617,1032.833106,314.8075308
5710,1033.019994,314.8644943
2088,1033.092104,314.8864733
1760,1033.270589,314.9408757
3688,1033.734878,315.0823909
5463,1034.343617,315.2679346
1198,1034.343705,315.2679614
26,1034.356386,315.2718265
3304,1034.844797,315.4206941
3077,1034.943881,315.4508949
2297,1035.220062,315.5350749
3229,1035.294246,315.5576861
4488,1035.351445,315.5751204
5186,1035.5641,315.6399376
1681,1035.639442,315.662902
6351,1035.995151,315.7713219
3404,1036.107331,315.8055145
5055,1036.622953,315.962676
4185,1036.711084,315.9895383
2883,1036.914186,316.051444
3344,1037.62999,316.2696209
5289,1038.131516,316.422486
3215,1038.243116,316.4565016
3417,1038.250104,316.4586316
3977,1038.290251,316.4708684
3228,1038.432984,316.5143736
2644,1038.585058,316.5607258
6202,1038.834388,316.6367216
4752,1038.917309,316.6619957
5166,1039.143256,316.7308645
1913,1039.276994,316.7716277
959,1039.503021,316.8405207
4553,1039.802068,316.9316703
2622,1040.03515,317.0027138
1021,1041.0313,317.3063403
5660,1041.049881,317.3120038
1679,1041.345642,317.4021516
395,1041.818056,317.5461434
4889,1041.889139,317.5678096
1855,1041.941853,317.5838767
758,1042.012319,317.6053547
3058,1042.227222,317.6708572
5154,1042.978706,317.8999097
2574,1043.028471,317.915078
786,1043.103836,317.9380492
3126,1043.518834,318.0645407
971,1043.529533,318.0678016
2003,1043.985237,318.2067002
3513,1044.021835,318.2178554
4783,1044.051435,318.2268775
2324,1044.238083,318.2837678
4979,1044.434369,318.3435958
2894,1044.741802,318.4373013
3173,1044.86202,318.4739438
3441,1045.042605,318.528986
2634,1045.259697,318.5951557
3710,1045.41448,318.6423334
106,1045.906895,318.7924217
694,1046.089054,318.8479437
1986,1046.127141,318.8595524
5514,1046.359907,318.9304998
1295,1046.588154,319.0000693
4894,1047.268272,319.2073692
3894,1047.608566,319.3110909
2649,1047.646158,319.322549
4633,1048.012432,319.4341892
2720,1048.590823,319.6104828
3182,1049.387933,319.8534419
197,1049.453551,319.8734424
4622,1050.046255,320.0540984
3532,1050.136055,320.0814695
760,1051.04904,320.3597473
3062,1051.049222,320.3598027
5291,1051.099273,320.3750586
2407,1051.192051,320.403337
1073,1051.585981,320.523407
939,1051.589884,320.5245966
2038,1051.816346,320.5936221
6499,1052.063061,320.6688208
3051,1053.115816,320.9897006
3222,1053.282298,321.0404445
1833,1053.392926,321.074164
4616,1053.585227,321.1327773
769,1053.951085,321.2442906
2859,1054.036467,321.270315
692,1054.106182,321.2915641
1702,1054.160838,321.3082236
3339,1054.173864,321.3121938
2672,1054.589275,321.4388109
5848,1054.816986,321.5082175
100,1054.989761,321.560879
586,1055.384001,321.6810435
893,1055.741335,321.7899589
5063,1056.078242,321.8926481
2754,1056.091701,321.8967505
783,1056.113978,321.9035404
1658,1056.121677,321.9058871
2,1056.484659,322.016524
3709,1056.797809,322.1119722
5756,1056.835868,322.1235725
3221,1056.905629,322.1448357
2942,1057.312275,322.2687813
702,1057.786439,322.4133066
3037,1057.95204,322.4637819
3628,1057.976752,322.471314
2135,1058.053503,322.4947076
3608,1058.666178,322.6814511
4726,1059.369171,322.8957234
3816,1059.665539,322.9860563
4953,1059.98775,323.0842662
2092,1060.050049,323.103255
785,1060.262992,323.16816
2471,1060.489425,323.2371767
1253,1060.500986,323.2407006
3541,1060.693107,323.299259
3329,1060.965529,323.3822932
1887,1061.052982,323.4089488
5533,1062.12145,323.7346179
3402,1062.176848,323.7515034
2818,1062.879293,323.9656084
5239,1063.045328,324.0162159
6339,1063.314602,324.0982907
1969,1063.560979,324.1733864
4525,1063.630941,324.194711
4659,1063.669806,324.2065567
3131,1063.722921,324.2227464
2101,1064.057892,324.3248455
713,1064.342749,324.41167
5500,1064.359668,324.4168267
4761,1064.55711,324.4770071
5271,1065.245367,324.6867878
4762,1065.326686,324.7115739
86,1065.336338,324.7145159
4302,1065.58561,324.7904939
3378,1065.900351,324.8864271
5173,1066.059043,324.9347962
5172,1066.147373,324.9617194
3061,1068.025552,325.5341883
6040,1068.24991,325.6025725
3049,1068.270257,325.6087744
6002,1068.598274,325.7087539
1781,1068.600728,325.7095018
2066,1068.767644,325.760378
996,1068.796157,325.7690687
2422,1068.925419,325.8084676
4820,1068.944025,325.8141387
829,1069.312146,325.926342
914,1069.728537,326.0532582
1910,1069.995207,326.1345392
4170,1070.346476,326.2416058
3109,1070.697878,326.3487132
352,1071.004962,326.4423125
1601,1071.0914,326.4686586
204,1071.480049,326.5871188
3953,1071.699606,326.6540399
1258,1071.934224,326.7255513
2573,1072.264487,326.8262155
2974,1072.827163,326.9977192
2982,1073.852018,327.3100952
2743,1074.236015,327.4271375
2632,1074.291921,327.4441775
40,1074.331615,327.4562763
3872,1074.699257,327.5683335
1392,1074.828827,327.6078263
4776,1075.009063,327.6627625
2722,1075.18668,327.7169001
1149,1075.369157,327.7725191
4829,1075.459722,327.8001233
4061,1076.854409,328.2252238
3943,1076.909673,328.2420683
4177,1077.321447,328.367577
5331,1077.540555,328.434361
6307,1078.088864,328.6014858
2052,1078.127533,328.613272
5847,1078.247445,328.6498214
864,1078.334971,328.6764991
5496,1078.355772,328.6828394
4860,1078.368013,328.6865702
4225,1078.47974,328.7206247
5347,1078.713003,328.7917234
1789,1078.854213,328.8347642
4908,1078.929879,328.8578272
5481,1079.133282,328.9198243
3359,1079.33112,328.9801254
3488,1079.50478,329.033057
3064,1080.314644,329.2799035
4221,1080.744987,329.4110721
1538,1081.904236,329.7644111
198,1082.204242,329.8558529
3791,1083.357631,330.2074059
677,1083.596532,330.2802229
2701,1084.07692,330.4266451
6015,1084.366625,330.5149472
68,1084.544079,330.5690353
5119,1085.044127,330.72145
4828,1085.095926,330.7372382
191,1085.132516,330.7483907
4090,1085.287991,330.7957796
6225,1085.408243,330.8324325
2060,1086.158937,331.0612439
1668,1086.24659,331.0879608
5561,1086.676877,331.2191122
1430,1086.788892,331.2532542
2910,1086.965849,331.3071907
750,1087.202074,331.379192
4256,1087.532847,331.4800118
2076,1087.73406,331.5413416
2294,1088.15514,331.6696866
4767,1088.292928,331.7116844
3840,1088.330983,331.7232838
5669,1088.464698,331.7640399
797,1089.055867,331.9442283
2756,1089.110447,331.9608642
3578,1089.392844,332.0469388
2778,1089.719414,332.1464773
284,1089.736744,332.1517597
870,1089.904539,332.2029034
4396,1090.167575,332.2830767
5479,1090.445309,332.3677302
1251,1090.628223,332.4234823
3361,1090.679368,332.4390714
4926,1090.858587,332.4936974
3248,1091.29502,332.626722
2410,1091.855046,332.797418
5292,1092.532022,333.0037603
6246,1092.658021,333.0421648
4205,1093.055831,333.1634172
2715,1093.153788,333.1932747
6477,1093.39958,333.268192
3855,1093.770465,333.3812379
5395,1093.976809,333.4441313
1776,1094.041732,333.4639199
4050,1094.301478,333.5430904
3885,1094.795954,333.6938068
5050,1095.054168,333.7725104
4180,1095.305767,333.8491979
5133,1095.322192,333.8542042
5235,1095.7697,333.9906045
5034,1096.590266,334.2407132
559,1096.671029,334.2653297
1119,1097.100156,334.3961274
782,1097.133991,334.4064405
4389,1097.483237,334.5128908
3108,1097.809679,334.61239
808,1097.879191,334.6335773
5975,1097.903757,334.6410652
2271,1097.943245,334.6531011
5242,1098.703424,334.8848038
1125,1098.783265,334.9091392
6288,1098.866911,334.9346346
366,1099.045699,334.9891291
97,1099.262278,335.0551422
1574,1099.76924,335.2096643
1475,1100.024397,335.2874363
3788,1100.069798,335.3012743
5609,1100.215146,335.3455764
5640,1100.654146,335.4793836
168,1100.933698,335.5645912
6427,1101.158624,335.6331486
1451,1101.650721,335.7831399
1908,1102.76861,336.1238723
4628,1102.921573,336.1704955
4708,1103.726766,336.4159184
5596,1103.764069,336.4272884
1918,1104.118784,336.5354054
5425,1104.688285,336.7089893
4005,1104.905867,336.7753083
1235,1105.007763,336.806366
849,1105.354258,336.911978
528,1106.102439,337.1400235
4971,1106.195253,337.1683131
3288,1106.257327,337.1872331
3079,1106.481147,337.2554536
3722,1106.895308,337.38169
2617,1106.95149,337.398814
5365,1107.048788,337.4284707
5023,1107.068713,337.4345438
3999,1107.16572,337.4641115
3951,1107.193715,337.4726442
4952,1108.591517,337.8986944
2793,1108.869504,337.9834248
3929,1109.151721,338.0694446
4920,1109.42194,338.1518074
5254,1109.964453,338.3171651
4916,1109.967906,338.3182179
4585,1111.229009,338.7026019
5869,1111.654542,338.8323045
6068,1112.007105,338.9397655
2568,1112.089614,338.9649143
3625,1112.527201,339.0982909
4078,1113.031457,339.251988
843,1113.071358,339.2641499
1331,1113.309905,339.336859
1241,1113.406101,339.3661796
1611,1113.567134,339.4152626
1089,1113.580626,339.4193747
1043,1113.981085,339.5414348
4125,1114.249858,339.6233566
716,1114.271043,339.6298138
2623,1114.908968,339.8242534
3,1114.919165,339.8273616
24,1115.380762,339.9680563
4561,1116.205992,340.2195864
931,1116.402899,340.2796036
5281,1116.406657,340.2807491
5968,1116.472256,340.3007436
5114,1116.862961,340.4198304
5260,1117.000434,340.4617322
3002,1117.168462,340.5129471
2925,1117.221052,340.5289768
1698,1117.511954,340.6176437
5162,1117.761546,340.6937193
1511,1118.41639,340.8933157
4827,1118.856303,341.0274013
3265,1118.88325,341.0356145
1779,1118.97946,341.0649393
3593,1119.244197,341.1456313
1380,1119.245452,341.1460138
4413,1119.348908,341.1775472
1308,1119.349373,341.1776887
3105,1119.706942,341.2866758
5668,1119.754782,341.3012576
1018,1119.832032,341.3248032
5646,1119.873553,341.3374589
4988,1120.058302,341.3937705
6452,1120.090502,341.4035849
5174,1120.448203,341.5126122
4567,1120.881813,341.6447767
5334,1121.392926,341.8005639
2290,1121.485668,341.8288317
2528,1121.509721,341.836163
2763,1121.512695,341.8370694
5969,1121.513818,341.8374118
886,1121.876135,341.947846
5325,1122.201542,342.04703
1086,1122.347285,342.0914524
1572,1122.525994,342.1459229
3041,1122.622558,342.1753556
1588,1122.64649,342.1826501
2741,1123.415039,342.4169039
3854,1124.056225,342.6123375
1178,1124.378025,342.710422
6035,1124.458193,342.7348572
2788,1124.56932,342.7687288
1312,1124.768924,342.829568
3033,1124.973957,342.8920621
614,1125.447765,343.0364787
1015,1125.455139,343.0387263
5141,1125.846707,343.1580762
2857,1126.325484,343.3040076
4099,1126.741153,343.4307033
5598,1127.097782,343.5394038
1265,1127.179253,343.5642363
4407,1127.235618,343.5814164
1133,1127.341579,343.6137132
4136,1127.418367,343.6371183
34,1127.482391,343.6566328
2097,1127.607932,343.6948976
5718,1127.62209,343.699213
1576,1127.911676,343.7874787
2199,1128.906236,344.0906207
664,1129.172265,344.1717062
3213,1129.330052,344.2197997
2579,1130.017431,344.4293131
2850,1130.040944,344.4364797
3841,1130.709853,344.6403632
5996,1130.863413,344.6871682
5243,1130.930476,344.7076089
3425,1131.014394,344.7331872
0,1131.412536,344.8545409
3373,1131.535112,344.891902
2760,1131.554479,344.8978051
1160,1131.64307,344.9248078
1609,1132.010376,345.0367626
4558,1132.088352,345.0605298
4043,1132.115756,345.0688823
3930,1132.247366,345.1089971
2053,1132.291427,345.1224269
5653,1132.293559,345.1230768
4956,1132.45201,345.1713725
2804,1132.84074,345.2898575
3804,1133.468178,345.4811007
3076,1134.300116,345.7346753
11,1134.405986,345.7669446
5450,1134.427259,345.7734285
1063,1134.503179,345.7965689
4568,1134.683225,345.8514469
3317,1134.808083,345.8895036
5407,1134.933823,345.9278292
2112,1135.195023,346.007443
2068,1135.386733,346.0658763
1028,1136.267958,346.3344737
1748,1136.596875,346.4347275
2508,1136.81909,346.5024586
3147,1136.820987,346.5030368
4026,1137.529746,346.7190667
4108,1137.591285,346.7378237
6174,1137.996357,346.8612896
4587,1138.14772,346.9074251
728,1138.24133,346.9359573
5011,1138.456247,347.0014642
5998,1138.83227,347.1160758
6418,1139.035268,347.1779496
724,1139.260277,347.2465324
4305,1139.691194,347.377876
5405,1139.702117,347.3812053
2535,1139.848915,347.4259493
2903,1139.966559,347.461807
5164,1140.378602,347.5873978
1463,1141.199693,347.8376664
627,1141.456908,347.9160655
6364,1141.612919,347.9636178
6289,1141.893364,348.0490973
1104,1142.014027,348.0858755
1026,1142.069177,348.1026852
4890,1143.163226,348.4361512
1905,1143.459933,348.5265876
6481,1144.599533,348.8739375
5085,1144.626332,348.8821061
3998,1144.805967,348.9368588
1373,1144.875524,348.9580596
6285,1145.122951,349.0334754
5865,1145.296617,349.086409
1184,1145.516541,349.1534418
5451,1145.574352,349.1710626
3446,1145.63078,349.1882616
6380,1145.637591,349.1903376
3595,1145.710463,349.2125492
5976,1145.959791,349.2885442
3571,1146.957404,349.5926169
709,1148.421323,350.0388192
3979,1148.513773,350.066998
1167,1148.97435,350.207382
2939,1148.974917,350.2075548
37,1149.613598,350.4022247
6490,1149.959523,350.5076626
2900,1150.000272,350.520083
5297,1150.018058,350.5255041
3733,1150.221787,350.5876007
3112,1150.439285,350.653894
3645,1150.500028,350.6724085
4351,1150.575975,350.6955572
4723,1150.694891,350.7318028
4597,1150.87082,350.7854259
6322,1150.876374,350.7871188
3225,1151.054856,350.8415202
6420,1151.09247,350.852985
3795,1151.177539,350.878914
1594,1151.461013,350.9653166
4928,1151.77921,351.0623032
4584,1152.218063,351.1960657
2895,1152.22251,351.1974211
3981,1152.231756,351.2002394
4501,1152.454628,351.2681707
1180,1152.6907,351.3401255
2803,1153.857182,351.6956691
2827,1153.909132,351.7115035
6193,1154.247966,351.8147801
5502,1154.458355,351.8789065
5176,1154.58127,351.9163711
3861,1154.63992,351.9342477
5984,1154.753997,351.9690183
4260,1154.842876,351.9961087
5434,1154.879742,352.0073455
2597,1154.917288,352.0187894
6334,1155.14355,352.087754
918,1155.459526,352.1840635
2839,1155.505563,352.1980955
6482,1155.552906,352.2125259
2801,1155.657996,352.244557
5641,1155.961112,352.3369469
3438,1156.41039,352.4738869
51,1156.431829,352.4804215
5499,1156.527158,352.5094778
740,1156.714054,352.5664436
6038,1156.720433,352.568388
5033,1157.03163,352.6632409
3544,1157.104784,352.6855381
935,1157.14864,352.6989054
4873,1157.162271,352.7030601
3657,1157.18721,352.7106615
2207,1157.320635,352.7513297
3959,1157.674974,352.859332
3266,1157.780272,352.8914268
5225,1158.155711,353.0058607
4700,1158.217069,353.0245628
1424,1158.260196,353.0377076
1646,1158.291164,353.0471467
5168,1159.003871,353.2643798
4949,1159.174038,353.3162469
6341,1159.600288,353.4461679
3299,1159.978672,353.5614993
5125,1160.08237,353.5931063
1731,1160.245958,353.642968
5931,1160.667252,353.7713783
1038,1160.895768,353.8410301
3070,1161.231049,353.9432236
3806,1161.23487,353.9443884
3946,1161.54968,354.0403425
2575,1162.185131,354.234028
5140,1162.25345,354.2548515
6344,1162.269895,354.2598641
607,1162.479411,354.3237244
723,1162.523099,354.3370406
2586,1162.57105,354.351656
1903,1163.159918,354.531143
1358,1163.343958,354.5872383
1221,1163.402897,354.6052029
1426,1163.478048,354.628109
2980,1163.924678,354.7642419
2842,1164.287799,354.874921
6293,1164.351234,354.8942562
6394,1164.938101,355.0731332
1007,1165.060357,355.1103967
2392,1165.134662,355.1330449
17,1165.138544,355.1342284
2811,1165.648257,355.2895888
98,1166.770192,355.6315544
4738,1166.922187,355.6778826
3392,1167.310201,355.7961493
3398,1167.655466,355.9013861
2771,1167.756673,355.9322339
2370,1167.864237,355.9650195
4955,1168.17997,356.0612549
1049,1168.227074,356.0756121
3075,1168.231527,356.0769695
59,1168.234068,356.0777439
2766,1168.296743,356.0968472
3320,1169.158732,356.3595815
5380,1169.250301,356.3874917
5152,1169.261155,356.3907999
3743,1169.345897,356.4166294
4123,1169.361322,356.421331
2079,1169.470955,356.454747
2958,1169.509095,356.4663722
2675,1169.575087,356.4864864
1311,1169.616424,356.4990861
4899,1169.669239,356.5151842
4516,1169.693234,356.5224976
6172,1169.763035,356.543773
6290,1169.802747,356.5558774
3706,1169.915885,356.5903617
3677,1169.956836,356.6028435
1533,1170.162408,356.6655019
1367,1170.286155,356.70322
4179,1170.48003,356.762313
5373,1170.924426,356.8977649
3936,1171.069292,356.9419201
2125,1171.222174,356.9885186
3050,1171.251129,356.997344
5414,1171.268222,357.0025542
2246,1171.341697,357.0249493
6268,1171.379474,357.0364638
1598,1171.766064,357.1542962
1633,1171.770408,357.1556205
4665,1171.783726,357.1596796
4497,1171.821823,357.1712916
4201,1172.335979,357.3280065
4658,1172.365703,357.3370663
2847,1172.633581,357.4187154
4075,1172.87361,357.4918764
2670,1172.993258,357.5283451
2824,1173.059076,357.5484062
3260,1173.342144,357.6346854
6369,1173.663603,357.7326662
5107,1174.145967,357.8796907
4882,1174.833129,358.0891376
2087,1174.860844,358.0975852
3401,1175.06268,358.1591048
2861,1175.342956,358.244533
45,1175.422073,358.268648
1626,1175.944616,358.4279188
2273,1176.080194,358.469243
688,1176.242615,358.5187491
3492,1176.541608,358.6098822
606,1176.834642,358.6991988
2858,1176.933159,358.7292268
1338,1177.029397,358.7585602
1499,1177.04936,358.7646449
1990,1177.083818,358.7751478
2947,1177.319842,358.8470878
1215,1177.510013,358.9050519
3736,1177.830383,359.0027008
3661,1177.953397,359.0401953
2751,1178.021421,359.0609292
5647,1178.191827,359.1128688
3506,1178.195752,359.1140651
1324,1178.355716,359.1628223
3172,1178.45793,359.1939771
1445,1178.733953,359.278109
1706,1179.025154,359.3668669
4932,1179.046486,359.3733689
3358,1179.722621,359.579455
1549,1179.853497,359.6193459
625,1179.878098,359.6268444
2321,1180.063198,359.6832627
3115,1180.230392,359.7342235
3852,1180.355289,359.7722921
3874,1180.400759,359.7861513
3774,1180.669597,359.8680931
789,1180.984352,359.9640305
65,1181.003964,359.9700082
3473,1181.234359,360.0402326
2536,1181.473029,360.1129793
1559,1181.874621,360.2353846
3548,1181.997362,360.2727961
5302,1182.013128,360.2776016
5273,1182.283599,360.3600409
73,1182.392406,360.3932052
3924,1182.447553,360.4100141
3928,1183.146401,360.6230229
3881,1183.346248,360.6839363
3684,1183.545432,360.7446476
5294,1183.650642,360.7767158
3350,1183.917506,360.8580558
6053,1183.972255,360.8747435
1282,1184.227505,360.9525435
4913,1184.324516,360.9821123
2992,1184.369951,360.995961
4930,1184.3877,361.0013708
3063,1184.434803,361.015728
3100,1184.513344,361.0396671
2582,1184.741267,361.1091383
3725,1185.263986,361.2684629
1580,1185.557285,361.3578605
3089,1185.594492,361.3692011
1962,1185.611456,361.3743719
3901,1186.178849,361.5473132
1552,1186.277558,361.5773996
3776,1186.828537,361.7453382
5221,1187.106381,361.8300248
5393,1187.163726,361.8475038
3859,1187.174689,361.8508453
4321,1187.235403,361.8693507
4684,1187.53256,361.9599243
1691,1187.55728,361.9674589
5298,1187.967691,362.0925523
3716,1188.055085,362.1191898
2755,1188.409509,362.2272182
2840,1188.709467,362.3186455
676,1188.904056,362.3779562
3838,1188.907853,362.3791137
4252,1188.925401,362.3844623
3917,1188.987728,362.4034593
2970,1189.05363,362.4235463
4017,1189.06404,362.4267195
3732,1189.182691,362.4628844
4607,1189.435441,362.5399225
2232,1190.091958,362.7400287
5068,1190.199999,362.7729596
2983,1190.227398,362.7813108
2596,1190.261566,362.7917252
3003,1190.335306,362.8142012
33,1190.430562,362.8432354
3755,1190.437652,362.8453963
774,1190.892513,362.9840379
1696,1190.971325,363.0080599
1828,1191.375423,363.1312289
2618,1191.624422,363.2071239
3325,1191.811994,363.2642957
1315,1191.819779,363.2666686
6386,1191.991034,363.318867
974,1192.01829,363.3271748
1623,1192.071024,363.3432482
3786,1192.154281,363.3686249
2822,1192.332267,363.422875
2426,1192.415531,363.4482538
3507,1192.494078,363.472195
526,1192.779142,363.5590824
1587,1192.862552,363.5845058
5461,1192.97442,363.6186031
2872,1192.998239,363.6258633
3240,1193.170592,363.6783966
2957,1193.575633,363.8018528
1131,1193.668078,363.8300303
5398,1193.749906,363.8549713
2312,1194.237311,364.0035324
3434,1194.240317,364.0044488
4634,1194.292111,364.0202354
618,1194.438044,364.0647157
1370,1194.538652,364.0953813
507,1194.563139,364.1028447
4124,1194.749644,364.1596915
3316,1194.793072,364.1729285
3944,1195.347777,364.3420024
4277,1195.488714,364.3849601
3515,1195.644624,364.4324815
3429,1195.717681,364.4547493
3558,1195.738291,364.461031
6113,1195.856727,364.4971304
794,1195.868213,364.5006314
4695,1196.046492,364.5549709
919,1196.169537,364.5924748
5108,1196.512084,364.6968831
1281,1196.736291,364.7652214
1615,1196.87833,364.8085149
278,1197.005253,364.8472011
2810,1197.077287,364.869157
1924,1197.07796,364.8693621
2502,1197.672369,365.050538
1474,1197.8886,365.1164453
3090,1197.896215,365.1187664
3008,1198.207409,365.2136183
3846,1198.421436,365.2788538
2638,1198.480164,365.2967538
3615,1198.696906,365.3628169
3961,1198.750407,365.379124
1728,1198.816177,365.3991708
3349,1199.316963,365.5518104
1029,1199.32849,365.5553238
99,1199.423808,365.5843768
3184,1199.794978,365.6975093
1818,1199.801596,365.6995266
3246,1199.975821,365.7526304
2401,1200.061151,365.7786388
510,1200.167602,365.8110852
2625,1200.650887,365.9583905
2954,1200.744725,365.9869921
3629,1200.829398,366.0128006
5228,1201.424264,366.1941156
1656,1201.554219,366.233726
3302,1201.558496,366.2350296
5409,1201.638012,366.2592661
3428,1202.094669,366.3984551
3956,1202.174235,366.4227069
1506,1202.189447,366.4273433
1750,1202.252603,366.4465934
4091,1202.614143,366.5567908
139,1202.671272,366.5742036
6372,1202.936251,366.6549694
2030,1203.25484,366.7520752
5197,1203.437227,366.8076669
4453,1203.931535,366.9583318
735,1204.100684,367.0098883
2647,1204.157814,367.0273018
3655,1204.234643,367.0507193
5327,1204.35988,367.0888913
5253,1204.407145,367.1032977
6239,1204.645182,367.1758515
5410,1204.870537,367.2445396
2838,1204.930018,367.2626694
2309,1205.059355,367.3020914
4175,1205.181784,367.3394078
254,1205.540742,367.4488181
3600,1206.041615,367.6014842
1109,1206.126932,367.627489
2780,1206.476584,367.7340629
1551,1206.630784,367.7810629
6092,1206.83383,367.8429515
3369,1207.178292,367.9479433
3554,1207.697704,368.10626
3880,1207.807513,368.1397299
4895,1208.092671,368.226646
1762,1208.173101,368.2511611
3074,1208.220552,368.2656244
4939,1208.496933,368.3498653
654,1208.668616,368.4021942
2655,1208.676597,368.4046267
321,1208.857398,368.4597349
2194,1209.247961,368.5787786
103,1209.811883,368.7506619
3847,1209.851851,368.7628443
5758,1210.082918,368.8332735
3764,1210.374477,368.9221405
3032,1210.42761,368.9383355
